Dependency=ASHRAE IECC Climate Zone 2004 - Sub-CZ Split	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight	sampling_probability
6A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.68837	4577.36	7.42987e-06
6A	Single-Family Attached	4000+	Room AC	0.164675	0.679801	0.0923511	0.0426311	0.0122144	0.00832811	0	0	0.424677	2718.44	2.01209e-05
6A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0583472	0.0801961	0.861457	0	0	104.197	684957	0.00870792
6A	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	12384.1	0.000362601
6A	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6A	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	1499.43	5.22865e-05
6A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	71.2804	548772	0.00170858
6A	Single-Family Detached	0-1499	Room AC	0.00607331	0.552729	0.281402	0.108649	0.0151553	0.0359915	0	0	73.0655	505294	0.00374146
6A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.179463	0.15345	0.667088	0	0	73.2088	451718	0.0102833
6A	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	13107.9	0.000420663
6A	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6A	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	1587.05	4.97573e-05
6A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	18.9104	133059	0.0018297
6A	Single-Family Detached	1500-2499	Room AC	0.228392	0.503315	0.183308	0.0567649	0.0197422	0.00847789	0	0	10.7525	65921.7	0.00391965
6A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.313427	0.204561	0.482012	0	0	34.0292	203049	0.00562762
6A	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	3443.78	0.000247017
6A	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6A	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	416.96	2.25342e-05
6A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	5.81891	40067.4	0.000848019
6A	Single-Family Detached	2500-3999	Room AC	0.279587	0.553075	0.112912	0.0353827	0.0147874	0.00425546	0	0	4.58685	27461.5	0.00174341
6A	Single-Family Detached	4000+	Central AC	0	0	0	0.298183	0.213247	0.48857	0	0	6.87247	41376.8	0.00131306
6A	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	506.876	6.05866e-05
6A	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6A	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	61.3707	3.47536e-06
6A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.68837	4577.36	0.000182901
6A	Single-Family Detached	4000+	Room AC	0.164675	0.679801	0.0923511	0.0426311	0.0122144	0.00832811	0	0	0.424677	2718.44	0.000353767
6B	Mobile Home	0-1499	Central AC	0	0	0	0.00250182	0.0354679	0.96203	0	0	0.545782	1400.62	0.00025747
6B	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.049966	97.6035	2.79903e-05
6B	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.049966	11.8175	6.12112e-06
6B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.945158	2849.94	0.000265215
6B	Mobile Home	0-1499	Room AC	0	0.474382	0.214457	0.218628	0.00323148	0.0893014	0	0	2.51415	6387.63	0.00021413
6B	Mobile Home	1500-2499	Central AC	0	0	0	0.00937813	0.0827092	0.907913	0	0	0.383466	923.687	7.37951e-05
6B	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0576363	103.308	8.13866e-06
6B	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0576363	12.5081	1.49981e-06
6B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.250746	691.015	5.39183e-05
6B	Mobile Home	1500-2499	Room AC	0	0.607435	0.196445	0.160622	0.0059194	0.0295795	0	0	0.36999	833.342	4.51931e-05
6B	Mobile Home	2500-3999	Central AC	0	0	0	0.0209269	0.140877	0.838197	0	0	0.178244	415.202	1.66763e-05
6B	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0150253	27.1416	1.36725e-06
6B	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0150253	3.2862	2.70569e-07
6B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0771572	208.083	1.53573e-05
6B	Mobile Home	2500-3999	Room AC	0	0.735207	0.13328	0.110276	0.00488358	0.0163536	0	0	0.157831	347.152	1.10428e-05
6B	Mobile Home	4000+	Central AC	0	0	0	0.0195885	0.144493	0.835918	0	0	0.0359978	84.6086	1.95008e-06
6B	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00258982	3.99486	1.58803e-07
6B	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00258982	0.483682	3.86231e-08
6B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.0091276	23.7717	3.00225e-06
6B	Mobile Home	4000+	Room AC	0	0.764793	0.0922578	0.112448	0.00341394	0.0270864	0	0	0.0146129	34.3648	1.74352e-06
6B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00573814	0.0151379	0.979124	0	0	6.02372	5918.36	0.000191189
6B	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	47.8082	1.24337e-05
6B	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	5.78844	9.40571e-07
6B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	18.1786	21371.6	0.000170866
6B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.340717	0.414615	0.137493	0.0113621	0.0958132	0	0	28.4944	28911.2	0.000200416
6B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0219294	0.0359897	0.942081	0	0	4.23226	3903.06	1.45736e-05
6B	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	50.6022	1.03112e-06
6B	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	6.12672	1.08513e-07
6B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	4.82271	5181.9	8.97915e-06
6B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.449943	0.391684	0.104177	0.0214649	0.0327303	0	0	4.19333	3771.82	8.38585e-06
6B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0499344	0.062553	0.887513	0	0	1.96726	1754.44	1.07425e-05
6B	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	13.2945	1.63255e-06
6B	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	1.60965	1.27459e-07
6B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.484	1560.41	8.43203e-06
6B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.593454	0.289588	0.0779414	0.0192978	0.0197194	0	0	1.7888	1571.26	9.56031e-06
6B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0469286	0.0644165	0.888655	0	0	0.397303	357.515	1.32014e-07
6B	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	1.95677	3.14411e-08
6B	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	0.236918	7.70539e-09
6B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.175555	178.263	3.85186e-07
6B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.65436	0.212478	0.0842434	0.0142995	0.0346199	0	0	0.165618	155.54	3.65747e-07
6B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00573814	0.0151379	0.979124	0	0	6.02372	5918.36	0.000325607
6B	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	47.8082	2.96539e-05
6B	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	5.78844	2.53843e-06
6B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	18.1786	21371.6	0.000228006
6B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.340717	0.414615	0.137493	0.0113621	0.0958132	0	0	28.4944	28911.2	0.000300481
6B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0219294	0.0359897	0.942081	0	0	4.23226	3903.06	9.92716e-06
6B	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	50.6022	1.12056e-06
6B	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	6.12672	1.23994e-07
6B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	4.82271	5181.9	5.13607e-06
6B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.449943	0.391684	0.104177	0.0214649	0.0327303	0	0	4.19333	3771.82	7.10928e-06
6B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0499344	0.062553	0.887513	0	0	1.96726	1754.44	2.59271e-07
6B	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	13.2945	5.43221e-08
6B	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	1.60965	5.41946e-09
6B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.484	1560.41	9.91734e-08
6B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.593454	0.289588	0.0779414	0.0192978	0.0197194	0	0	1.7888	1571.26	1.16291e-07
6B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0469286	0.0644165	0.888655	0	0	0.397303	357.515	2.59593e-07
6B	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	1.95677	0
6B	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	0.236918	0
6B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.175555	178.263	2.12615e-07
6B	Multi-Family with 5+ Units	4000+	Room AC	0	0.65436	0.212478	0.0842434	0.0142995	0.0346199	0	0	0.165618	155.54	1.65164e-07
6B	Single-Family Attached	0-1499	Central AC	0	0	0	0.0583472	0.0801961	0.861457	0	0	104.197	93403.2	0.000126763
6B	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	1688.75	9.83517e-06
6B	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	204.467	3.18465e-06
6B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	71.2804	74832.5	4.40073e-05
6B	Single-Family Attached	0-1499	Room AC	0.00607331	0.552729	0.281402	0.108649	0.0151553	0.0359915	0	0	73.0655	68903.8	1.83362e-05
6B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.179463	0.15345	0.667088	0	0	73.2088	61597.9	9.51835e-05
6B	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	1787.44	7.24293e-06
6B	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	216.416	1.34923e-06
6B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	18.9104	18144.3	2.48067e-05
6B	Single-Family Attached	1500-2499	Room AC	0.228392	0.503315	0.183308	0.0567649	0.0197422	0.00847789	0	0	10.7525	8989.32	8.79705e-06
6B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.313427	0.204561	0.482012	0	0	34.0292	27688.6	2.00252e-05
6B	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	469.606	1.56796e-06
6B	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	56.8582	3.12169e-07
6B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	5.81891	5463.74	5.83655e-06
6B	Single-Family Attached	2500-3999	Room AC	0.279587	0.553075	0.112912	0.0353827	0.0147874	0.00425546	0	0	4.58685	3744.76	3.27147e-06
6B	Single-Family Attached	4000+	Central AC	0	0	0	0.298183	0.213247	0.48857	0	0	6.87247	5642.28	1.59714e-06
6B	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	69.1195	1.39386e-07
6B	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	8.36873	9.82045e-08
6B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.68837	624.185	9.42647e-07
6B	Single-Family Attached	4000+	Room AC	0.164675	0.679801	0.0923511	0.0426311	0.0122144	0.00832811	0	0	0.424677	370.696	5.34679e-07
6B	Single-Family Detached	0-1499	Central AC	0	0	0	0.0583472	0.0801961	0.861457	0	0	104.197	93403.2	0.00121649
6B	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	1688.75	8.99826e-05
6B	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	204.467	4.08351e-05
6B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	71.2804	74832.5	0.000779915
6B	Single-Family Detached	0-1499	Room AC	0.00607331	0.552729	0.281402	0.108649	0.0151553	0.0359915	0	0	73.0655	68903.8	0.000406004
6B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.179463	0.15345	0.667088	0	0	73.2088	61597.9	0.00131956
6B	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	1787.44	8.80512e-05
6B	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	216.416	3.55268e-05
6B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	18.9104	18144.3	0.000741542
6B	Single-Family Detached	1500-2499	Room AC	0.228392	0.503315	0.183308	0.0567649	0.0197422	0.00847789	0	0	10.7525	8989.32	0.000364253
6B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.313427	0.204561	0.482012	0	0	34.0292	27688.6	0.000556111
6B	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	469.606	3.32865e-05
6B	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	56.8582	1.09841e-05
6B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	5.81891	5463.74	0.000257098
6B	Single-Family Detached	2500-3999	Room AC	0.279587	0.553075	0.112912	0.0353827	0.0147874	0.00425546	0	0	4.58685	3744.76	0.000106687
6B	Single-Family Detached	4000+	Central AC	0	0	0	0.298183	0.213247	0.48857	0	0	6.87247	5642.28	0.000153262
6B	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	69.1195	8.45613e-06
6B	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
6B	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	8.36873	2.27578e-06
6B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.68837	624.185	6.44561e-05
6B	Single-Family Detached	4000+	Room AC	0.164675	0.679801	0.0923511	0.0426311	0.0122144	0.00832811	0	0	0.424677	370.696	2.56974e-05
7A	Mobile Home	0-1499	Central AC	0	0	0	0.00300969	0.0620533	0.934937	0	0	0.0353638	413.81	0.000257363
7A	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	134.219	1.1454e-05
7A	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	16.2507	3.31164e-07
7A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.306014	4271.62	2.65962e-05
7A	Mobile Home	0-1499	Room AC	0	0.649075	0.146991	0.134659	0	0.0692751	0	0	0.311755	3361.44	0.000175286
7A	Mobile Home	1500-2499	Central AC	0	0	0	0.0108654	0.139363	0.849771	0	0	0.0248466	272.901	4.95976e-05
7A	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	142.063	2.53694e-06
7A	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	17.2004	7.48084e-08
7A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0811843	1035.72	3.60367e-06
7A	Mobile Home	1500-2499	Room AC	0	0.76415	0.123794	0.0909589	0	0.021097	0	0	0.0458788	438.54	2.15136e-05
7A	Mobile Home	2500-3999	Central AC	0	0	0	0.0231764	0.226905	0.749919	0	0	0.0115493	122.67	1.22667e-05
7A	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	37.3236	3.86691e-07
7A	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	4.519	8.09869e-09
7A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0249812	311.883	6.62191e-07
7A	Mobile Home	2500-3999	Room AC	0	0.854013	0.0775536	0.057663	0	0.0107701	0	0	0.0195711	182.686	3.19628e-06
7A	Mobile Home	4000+	Central AC	0	0	0	0.0216443	0.232195	0.746161	0	0	0.00233247	24.9974	2.40167e-06
7A	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	5.49351	6.68517e-08
7A	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	0.665133	1.25949e-09
7A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00295525	35.63	3.40235e-07
7A	Mobile Home	4000+	Room AC	0	0.872072	0.0526979	0.0577195	0	0.017511	0	0	0.00181201	18.0842	2.00723e-06
7A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	1748.56	0.000138621
7A	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	65.7433	1.67729e-05
7A	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	7.95995	1.38758e-06
7A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	32032.7	3.82339e-05
7A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	15214.3	0.000110864
7A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	1153.15	1.53609e-05
7A	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	69.5854	1.24131e-06
7A	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	8.42513	8.12854e-08
7A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	7766.85	4.55386e-06
7A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	1984.89	1.25922e-05
7A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	518.346	4.95581e-06
7A	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	18.2819	3.19009e-07
7A	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	2.2135	2.10506e-08
7A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	2338.8	1.27132e-06
7A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	826.863	3.21594e-06
7A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	105.627	6.38223e-09
7A	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	2.69084	3.41655e-09
7A	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.325796	0
7A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	267.188	1.96563e-08
7A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	81.8517	8.63511e-08
7A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	1748.56	0.000416737
7A	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	65.7433	7.37816e-05
7A	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	7.95995	8.81922e-06
7A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	32032.7	6.47528e-05
7A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	15214.3	0.000348624
7A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	1153.15	2.79954e-05
7A	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	69.5854	5.20767e-06
7A	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	8.42513	8.84748e-07
7A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	7766.85	3.84749e-06
7A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	1984.89	1.91058e-05
7A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	518.346	4.0421e-07
7A	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	18.2819	9.89886e-08
7A	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
7A	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	2.2135	1.62608e-08
7A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	2338.8	1.02349e-07
